Date,Open,High,Low,Close,Adj Close,Volume
1993-09-30,10.406250,10.531250,10.343750,10.500000,5.601542,5857600
1993-10-01,10.531250,10.968750,10.531250,10.968750,5.851613,13348400
1993-10-04,11.062500,11.187500,10.937500,11.062500,5.901626,9658000
1993-10-05,11.093750,11.125000,10.812500,10.937500,5.834942,6256800
1993-10-06,10.875000,11.093750,10.812500,11.000000,5.868284,6570000
1993-10-07,11.000000,11.031250,10.906250,11.000000,5.868284,4183600
1993-10-08,11.093750,11.093750,10.843750,11.062500,5.901626,6428400
1993-10-11,11.062500,11.093750,10.968750,11.031250,5.884952,2139600
1993-10-12,11.031250,11.093750,10.937500,10.937500,5.834942,5351600
1993-10-13,10.875000,10.968750,10.781250,10.781250,5.751585,4418400
1993-10-14,10.781250,10.812500,10.625000,10.656250,5.684898,6714000
1993-10-15,10.750000,11.218750,10.718750,11.125000,5.934967,12885600
1993-10-18,11.125000,11.281250,10.968750,11.000000,5.868284,8272800
1993-10-19,11.000000,11.156250,10.718750,10.843750,5.784923,7807600
1993-10-20,10.843750,10.906250,10.718750,10.906250,5.818268,5213200
1993-10-21,10.906250,11.312500,10.875000,11.250000,6.001651,9912400
1993-10-22,11.343750,11.437500,11.093750,11.125000,5.934967,10876800
1993-10-25,10.968750,11.250000,10.937500,11.218750,5.984980,8868800
1993-10-26,11.437500,11.562500,11.093750,11.562500,6.168367,17407600
1993-10-27,11.593750,11.656250,11.437500,11.500000,6.135025,17541200
1993-10-28,11.437500,11.593750,11.406250,11.437500,6.101681,10650000
1993-10-29,11.500000,11.656250,11.468750,11.500000,6.135025,7646400
1993-11-01,11.500000,12.000000,11.437500,11.937500,6.368419,15852400
1993-11-02,12.250000,12.781250,12.125000,12.718750,6.785203,40832400
1993-11-03,12.750000,12.781250,12.531250,12.687500,6.768531,20897600
1993-11-04,12.562500,12.625000,12.343750,12.437500,6.768531,12093200
1993-11-05,12.437500,12.531250,12.343750,12.468750,6.785538,13198400
1993-11-08,12.562500,12.687500,12.500000,12.562500,6.836555,7523600
1993-11-09,12.625000,12.656250,12.250000,12.281250,6.683498,10071200
1993-11-10,12.375000,12.531250,12.250000,12.468750,6.785538,8226800
1993-11-11,12.562500,13.093750,12.531250,13.000000,7.074646,14733600
1993-11-12,13.062500,13.125000,12.875000,12.906250,7.023626,12788800
1993-11-15,12.906250,12.906250,12.718750,12.750000,6.938593,5813600
1993-11-16,12.781250,13.250000,12.687500,13.187500,7.176684,13556800
1993-11-17,13.375000,13.562500,12.968750,12.968750,7.057642,17522800
1993-11-18,13.062500,13.281250,13.031250,13.187500,7.176684,9740400
1993-11-19,13.062500,13.156250,12.875000,12.968750,7.057642,9326800
1993-11-22,12.968750,13.125000,12.906250,13.000000,7.074646,10381200
1993-11-23,13.093750,13.312500,12.968750,13.281250,7.227704,8268800
1993-11-24,13.500000,13.812500,13.437500,13.781250,7.499805,16736000
1993-11-26,13.875000,14.000000,13.781250,13.937500,7.584836,4844000
1993-11-29,14.000000,14.031250,13.593750,13.593750,7.397770,9951600
1993-11-30,13.625000,13.781250,13.437500,13.468750,7.329744,7907200
1993-12-01,13.687500,13.687500,13.281250,13.281250,7.227704,9541200
1993-12-02,13.312500,13.531250,13.312500,13.437500,7.312738,7463200
1993-12-03,13.500000,13.500000,13.281250,13.375000,7.278721,7038800
1993-12-06,13.250000,13.593750,13.187500,13.437500,7.312738,7026800
1993-12-07,13.531250,13.562500,13.312500,13.437500,7.312738,6203600
1993-12-08,13.468750,13.531250,13.343750,13.468750,7.329744,4004000
1993-12-09,13.468750,13.531250,13.312500,13.406250,7.295730,5664000
1993-12-10,13.500000,13.875000,13.468750,13.812500,7.516811,15429600
1993-12-13,13.968750,14.437500,13.843750,14.343750,7.805922,19524400
1993-12-14,14.312500,14.343750,14.000000,14.031250,7.635855,9742000
1993-12-15,14.031250,14.406250,13.906250,14.218750,7.737895,9145200
1993-12-16,14.312500,14.406250,14.281250,14.375000,7.822928,11811200
1993-12-17,14.437500,14.968750,14.437500,14.937500,8.129039,23063200
1993-12-20,14.812500,14.843750,14.562500,14.593750,7.941975,11342000
1993-12-21,14.562500,14.781250,14.531250,14.656250,7.975982,9089200
1993-12-22,14.687500,14.812500,14.625000,14.812500,8.061018,6121200
1993-12-23,14.812500,14.843750,14.625000,14.656250,7.975982,5293200
1993-12-27,14.656250,14.812500,14.500000,14.781250,8.044010,5646800
1993-12-28,14.718750,14.843750,14.562500,14.593750,7.941975,5109600
1993-12-29,14.625000,14.687500,14.531250,14.531250,7.907959,4323600
1993-12-30,14.500000,14.593750,14.218750,14.250000,7.754900,6651200
1993-12-31,14.156250,14.343750,14.093750,14.125000,7.686874,7675600
1994-01-03,14.218750,14.437500,14.218750,14.406250,7.839934,5723200
1994-01-04,14.531250,14.781250,14.500000,14.750000,8.026999,7387200
1994-01-05,14.750000,14.968750,14.625000,14.875000,8.095030,10280000
1994-01-06,15.000000,15.000000,14.625000,14.625000,7.958978,9519200
1994-01-07,14.625000,14.843750,14.500000,14.718750,8.009997,5834400
1994-01-10,14.718750,14.875000,14.625000,14.812500,8.061018,6940000
1994-01-11,14.781250,14.843750,14.625000,14.656250,7.975982,6762400
1994-01-12,14.687500,14.718750,14.531250,14.531250,7.907959,6012400
1994-01-13,14.562500,14.750000,14.562500,14.687500,7.992991,7216800
1994-01-14,14.687500,14.875000,14.593750,14.656250,7.975982,6344000
1994-01-17,14.625000,14.625000,14.281250,14.375000,7.822928,6112400
1994-01-18,14.343750,14.343750,14.093750,14.281250,7.771909,9023600
1994-01-19,14.187500,14.250000,13.937500,14.000000,7.618848,7838000
1994-01-20,13.968750,13.968750,13.781250,13.812500,7.516811,9114000
1994-01-21,13.781250,13.906250,13.687500,13.812500,7.516811,12706400
1994-01-24,13.937500,14.687500,13.937500,14.656250,7.975982,16877200
1994-01-25,14.718750,14.843750,13.843750,14.562500,7.924959,40618000
1994-01-26,14.687500,14.687500,14.000000,14.093750,7.669868,16358400
1994-01-27,14.156250,14.375000,14.125000,14.281250,7.771909,8860800
1994-01-28,14.531250,14.531250,14.375000,14.437500,7.856939,6175600
1994-01-31,14.468750,14.468750,14.125000,14.125000,7.686874,8369600
1994-02-01,14.218750,14.343750,14.125000,14.125000,7.686874,7433600
1994-02-02,14.125000,14.125000,13.875000,14.093750,7.669868,8612800
1994-02-03,14.062500,14.218750,13.937500,13.937500,7.584836,7055200
1994-02-04,13.875000,13.906250,13.000000,13.000000,7.203866,14239600
1994-02-07,13.093750,13.656250,13.062500,13.562500,7.515573,16475200
1994-02-08,13.687500,13.687500,13.343750,13.406250,7.428987,8035200
1994-02-09,13.468750,13.562500,13.281250,13.281250,7.359718,7916400
1994-02-10,13.343750,13.406250,13.187500,13.218750,7.325081,6262400
1994-02-11,13.125000,13.343750,13.000000,13.312500,7.377035,7942000
1994-02-14,13.343750,13.656250,13.343750,13.500000,7.480937,7494800
1994-02-15,13.593750,13.656250,13.500000,13.625000,7.550201,6909600
1994-02-16,13.812500,13.812500,13.625000,13.656250,7.567518,5982800
1994-02-17,13.718750,13.750000,13.125000,13.187500,7.307765,9160800
1994-02-18,13.156250,13.218750,13.031250,13.156250,7.290449,10714800
1994-02-22,13.156250,13.468750,13.156250,13.406250,7.428987,5107600
1994-02-23,13.437500,13.562500,13.312500,13.375000,7.411668,4780800
1994-02-24,13.312500,13.343750,13.156250,13.218750,7.325081,6611600
1994-02-25,13.343750,13.343750,13.156250,13.218750,7.325081,4246800
1994-02-28,13.281250,13.312500,13.156250,13.218750,7.325081,3842800
1994-03-01,13.218750,13.468750,13.125000,13.406250,7.428987,8139600
1994-03-02,13.187500,13.375000,13.031250,13.250000,7.342400,10888400
1994-03-03,13.218750,13.343750,13.156250,13.156250,7.290449,6466000
1994-03-04,13.312500,13.312500,13.093750,13.156250,7.290449,6886800
1994-03-07,13.250000,13.250000,13.031250,13.062500,7.238497,7134800
1994-03-08,13.031250,13.718750,12.843750,13.687500,7.584842,18578000
1994-03-09,13.750000,13.937500,13.687500,13.843750,7.671426,14960400
1994-03-10,13.875000,14.062500,13.781250,14.000000,7.758005,12110000
1994-03-11,14.031250,14.062500,13.812500,13.968750,7.740693,6753200
1994-03-14,14.031250,14.468750,13.968750,14.375000,7.965815,11664000
1994-03-15,14.437500,14.593750,14.343750,14.343750,7.948494,9810000
1994-03-16,14.406250,14.562500,14.281250,14.562500,8.069710,7533600
1994-03-17,14.562500,14.562500,14.375000,14.468750,8.017757,7576400
1994-03-18,14.468750,14.562500,14.187500,14.281250,7.913861,13024800
1994-03-21,14.218750,14.718750,14.187500,14.656250,8.121662,10804000
1994-03-22,14.500000,14.656250,14.437500,14.562500,8.069710,7397200
1994-03-23,14.250000,14.468750,14.156250,14.312500,7.931180,10651600
1994-03-24,14.218750,14.281250,14.000000,14.093750,7.809956,8163600
1994-03-25,14.125000,14.125000,13.406250,13.500000,7.480937,11934000
1994-03-28,13.593750,13.656250,13.125000,13.406250,7.428987,13426000
1994-03-29,13.406250,13.593750,13.125000,13.156250,7.290449,12658800
1994-03-30,13.125000,13.750000,13.125000,13.375000,7.411668,16530000
1994-03-31,13.500000,13.656250,13.000000,13.656250,7.567518,13841600
1994-04-04,13.250000,13.375000,13.062500,13.250000,7.342400,11060000
1994-04-05,13.375000,13.531250,13.250000,13.343750,7.394352,9356400
1994-04-06,13.375000,13.386719,13.187500,13.281250,7.359718,7720000
1994-04-07,13.312500,13.312500,13.062500,13.281250,7.359718,7099600
1994-04-08,13.218750,13.281250,13.093750,13.125000,7.273131,5236400
1994-04-11,13.156250,13.343750,13.062500,13.250000,7.342400,5209200
1994-04-12,13.437500,13.468750,13.125000,13.218750,7.325081,7552800
1994-04-13,13.218750,13.343750,12.968750,13.093750,7.255813,13984400
1994-04-14,13.125000,13.468750,13.125000,13.468750,7.463619,10512000
1994-04-15,13.468750,13.625000,13.156250,13.250000,7.342400,10556000
1994-04-18,13.218750,13.531250,13.187500,13.343750,7.394352,12480000
1994-04-19,13.375000,13.437500,12.843750,13.343750,7.394352,8376000
1994-04-20,13.312500,13.375000,12.937500,13.062500,7.238497,8830800
1994-04-21,13.750000,14.656250,13.500000,14.593750,8.087031,35032400
1994-04-22,14.593750,14.875000,14.500000,14.687500,8.138983,22642000
1994-04-25,14.625000,14.812500,14.562500,14.812500,8.208248,12249200
1994-04-26,14.718750,14.812500,14.625000,14.625000,8.104347,8868800
1994-04-28,14.468750,14.562500,14.187500,14.281250,7.913861,9190000
1994-04-29,14.343750,14.468750,14.218750,14.375000,7.965815,7634400
1994-05-02,14.375000,14.593750,14.218750,14.500000,8.035080,6434000
1994-05-03,14.531250,14.656250,14.468750,14.593750,8.087031,5506400
1994-05-04,14.562500,14.562500,14.375000,14.437500,8.000445,6001200
1994-05-05,14.343750,14.375000,14.218750,14.281250,8.053313,4164400
1994-05-06,14.125000,14.281250,14.062500,14.125000,7.965200,7917200
1994-05-09,14.125000,14.468750,14.125000,14.250000,8.035690,7520000
1994-05-10,14.406250,14.562500,14.343750,14.500000,8.176667,7942400
1994-05-11,14.500000,14.562500,14.250000,14.312500,8.070936,6186800
1994-05-12,14.406250,14.437500,14.250000,14.312500,8.070936,3690400
1994-05-13,14.375000,14.468750,14.312500,14.375000,8.106182,4402000
1994-05-16,14.406250,14.656250,14.343750,14.625000,8.247156,6392400
1994-05-17,14.656250,15.375000,14.656250,15.312500,8.634841,21587600
1994-05-18,15.406250,15.468750,15.125000,15.187500,8.564353,19178400
1994-05-19,15.218750,15.531250,15.125000,15.343750,8.652465,15087600
1994-05-20,15.343750,15.593750,15.250000,15.531250,8.758201,14960400
1994-05-23,15.531250,15.625000,15.343750,15.437500,8.705334,8296400
1994-05-24,15.500000,15.843750,15.468750,15.781250,8.899179,11203200
1994-05-25,15.750000,16.031250,15.625000,15.906250,8.969661,14713600
1994-05-26,15.812500,16.031250,15.625000,16.000000,9.022525,9180000
1994-05-27,15.968750,16.031250,15.906250,15.906250,8.969661,5446400
1994-05-31,15.875000,15.937500,15.687500,15.750000,8.881550,6016400
1994-06-01,15.750000,15.906250,15.625000,15.875000,8.952044,6758400
1994-06-02,15.843750,15.875000,15.468750,15.500000,8.740575,9921600
1994-06-03,15.437500,15.468750,15.187500,15.250000,8.599597,9525600
1994-06-06,15.312500,15.875000,15.281250,15.656250,8.828685,9376800
1994-06-07,15.687500,15.812500,15.656250,15.656250,8.828685,5596400
1994-06-08,15.718750,15.750000,15.375000,15.406250,8.687710,6606000
1994-06-09,15.375000,15.531250,15.375000,15.500000,8.740575,4350800
1994-06-10,15.562500,15.718750,15.562500,15.656250,8.828685,5299600
1994-06-13,15.593750,16.031250,15.562500,15.937500,8.987285,8658000
1994-06-14,15.968750,16.250000,15.968750,16.250000,9.163507,11114400
1994-06-15,16.125000,16.187500,15.875000,15.937500,8.987285,7157200
1994-06-16,15.812500,15.875000,15.718750,15.718750,8.863928,5730400
1994-06-17,15.656250,15.781250,15.562500,15.593750,8.793445,12136400
1994-06-20,15.468750,15.562500,15.406250,15.406250,8.687710,6236800
1994-06-21,15.437500,15.531250,15.093750,15.250000,8.599597,9909200
1994-06-22,15.343750,15.531250,15.281250,15.500000,8.740575,5308000
1994-06-23,15.468750,15.562500,15.218750,15.218750,8.581971,4617200
1994-06-24,15.187500,15.250000,14.875000,14.968750,8.440997,9061200
1994-06-27,14.750000,15.406250,14.531250,15.375000,8.670091,15504000
1994-06-28,15.375000,15.468750,15.000000,15.281250,8.617221,6945600
1994-06-29,15.218750,15.375000,15.031250,15.093750,8.511482,9084400
1994-06-30,15.093750,15.125000,14.656250,14.687500,8.282402,10934000
1994-07-01,14.750000,14.781250,14.187500,14.250000,8.035690,15272400
1994-07-05,14.250000,14.468750,14.062500,14.062500,7.929956,11160000
1994-07-06,14.125000,14.250000,14.093750,14.250000,8.035690,7756400
1994-07-07,14.343750,14.343750,14.156250,14.187500,8.000444,6871600
1994-07-08,14.125000,14.468750,14.125000,14.156250,7.982824,9261600
1994-07-11,14.218750,14.281250,13.843750,13.906250,7.841849,10795600
1994-07-12,13.937500,14.031250,13.718750,13.968750,7.877093,11974800
1994-07-13,14.000000,14.187500,13.968750,14.187500,8.000444,9924800
1994-07-14,14.375000,14.625000,14.312500,14.562500,8.211907,12010800
1994-07-15,14.437500,14.468750,14.187500,14.218750,8.018068,9913200
1994-07-18,14.312500,14.406250,14.156250,14.218750,8.018068,6622400
1994-07-19,14.187500,14.218750,13.906250,13.906250,7.841849,7268800
1994-07-20,13.937500,14.062500,13.625000,13.968750,7.877093,12757200
1994-07-21,14.750000,15.656250,14.500000,15.593750,8.793445,35226000
1994-07-22,15.562500,15.625000,15.281250,15.343750,8.652465,14856800
1994-07-25,15.343750,15.593750,15.332031,15.562500,8.775818,9368800
1994-07-26,15.625000,15.781250,15.531250,15.593750,8.793445,11587600
1994-07-27,15.562500,15.625000,15.468750,15.625000,8.811062,5765200
1994-07-28,15.593750,15.750000,15.562500,15.562500,8.775818,5047200
1994-07-29,15.656250,15.687500,15.437500,15.468750,8.722952,6775600
1994-08-01,15.468750,15.781250,15.375000,15.718750,8.863928,7085600
1994-08-02,15.750000,15.843750,15.562500,15.562500,8.775818,8335200
1994-08-03,15.593750,15.781250,15.562500,15.750000,8.881550,5416800
1994-08-04,15.750000,15.875000,15.687500,15.781250,9.042708,8185600
1994-08-05,15.687500,15.781250,15.468750,15.593750,8.935271,6399600
1994-08-08,15.687500,15.843750,15.656250,15.812500,9.060614,6706400
1994-08-09,15.843750,16.125000,15.812500,16.125000,9.239680,12052000
1994-08-10,16.125000,16.250000,16.031250,16.031250,9.185958,10834400
1994-08-11,16.000000,16.156250,15.937500,16.156250,9.257583,9782800
1994-08-12,16.187500,16.281250,15.937500,15.937500,9.132243,8006400
1994-08-15,15.937500,16.125000,15.937500,16.093750,9.221771,4311200
1994-08-16,16.125000,16.187500,15.937500,16.156250,9.257583,8140400
1994-08-17,16.218750,16.406250,16.093750,16.218750,9.293398,11780800
1994-08-18,16.343750,16.718750,16.343750,16.562500,9.490365,16787200
1994-08-19,16.593750,17.156250,16.500000,17.031250,9.758965,18653600
1994-08-22,16.875000,17.093750,16.812500,16.937500,9.705241,11882400
1994-08-23,16.968750,17.062500,16.906250,16.906250,9.687343,11645200
1994-08-24,16.843750,16.843750,16.656250,16.843750,9.651525,11196800
1994-08-25,16.750000,17.437500,16.718750,17.343750,9.938024,21095600
1994-08-26,17.343750,17.531250,17.281250,17.500000,10.027562,16576400
1994-08-29,17.437500,17.500000,17.312500,17.343750,9.938024,9257600
1994-08-30,17.343750,17.437500,17.218750,17.343750,9.938024,7486000
1994-08-31,17.312500,17.375000,17.125000,17.125000,9.812685,9886800
1994-09-01,16.718750,17.062500,16.718750,16.968750,9.723153,11114000
1994-09-02,17.000000,17.000000,16.687500,16.812500,9.633616,5858800
1994-09-06,16.781250,16.906250,16.656250,16.875000,9.669435,4985200
1994-09-07,16.875000,17.062500,16.843750,16.875000,9.669435,8123200
1994-09-08,16.812500,17.031250,16.812500,16.968750,9.723153,5457200
1994-09-09,16.718750,17.000000,16.687500,16.812500,9.633616,9236800
1994-09-12,16.875000,17.031250,16.875000,16.968750,9.723153,4823600
1994-09-13,17.187500,17.406250,17.156250,17.312500,9.920119,11616800
1994-09-14,17.281250,17.531250,17.250000,17.437500,9.991749,10146000
1994-09-15,17.375000,17.562500,17.375000,17.437500,9.991749,8228400
1994-09-16,17.437500,17.843750,17.375000,17.750000,10.170807,20598400
1994-09-19,17.656250,17.812500,17.562500,17.593750,10.081275,7394000
1994-09-20,17.468750,17.625000,17.406250,17.562500,10.063372,10980800
1994-09-21,17.750000,17.843750,17.343750,17.375000,9.955934,14548400
1994-09-22,17.437500,17.562500,17.343750,17.406250,9.973839,8482000
1994-09-23,17.343750,17.375000,17.218750,17.281250,9.902209,7043200
1994-09-26,17.250000,17.281250,16.937500,17.250000,9.884308,7059200
1994-09-27,17.218750,17.343750,17.156250,17.250000,9.884308,4462800
1994-09-28,17.281250,17.468750,17.125000,17.125000,9.812685,5200000
1994-09-29,17.093750,17.468750,16.937500,17.375000,9.955934,9224800
1994-09-30,17.312500,17.531250,17.218750,17.406250,9.973839,8159200
1994-10-03,17.343750,17.375000,17.156250,17.218750,9.866403,4666000
1994-10-04,17.281250,17.375000,17.062500,17.093750,9.794776,6882000
1994-10-05,17.031250,17.281250,16.843750,17.281250,9.902209,10766000
1994-10-06,17.250000,17.375000,17.156250,17.187500,9.848495,7236800
1994-10-07,17.218750,17.937500,17.187500,17.781250,10.188714,17982400
1994-10-10,17.812500,17.968750,17.687500,17.875000,10.242431,7219600
1994-10-11,17.937500,18.093750,17.875000,17.906250,10.260340,11230400
1994-10-12,17.750000,18.375000,17.750000,18.281250,10.475214,12910400
1994-10-13,18.406250,18.531250,18.062500,18.062500,10.349874,9366400
1994-10-14,18.125000,18.281250,17.968750,18.281250,10.475214,8163200
1994-10-17,18.218750,18.437500,18.187500,18.312500,10.493123,6145600
1994-10-18,18.375000,18.625000,18.343750,18.625000,10.672192,9853600
1994-10-19,18.500000,18.937500,18.437500,18.843750,10.797530,15736800
1994-10-20,18.875000,19.031250,18.468750,18.750000,10.743807,20867600
1994-10-21,18.656250,18.843750,18.531250,18.656250,10.690091,13490000
1994-10-24,18.656250,18.656250,18.218750,18.250000,10.457316,10460800
1994-10-25,18.156250,18.593750,18.156250,18.468750,10.582656,11318400
1994-10-26,18.500000,18.625000,18.406250,18.593750,10.654282,9759200
1994-10-27,18.625000,18.656250,18.437500,18.531250,10.618468,4998400
1994-10-28,18.531250,19.093750,18.531250,19.031250,10.904964,10853200
1994-10-31,18.906250,18.906250,18.625000,18.625000,10.672192,7705600
1994-11-01,18.593750,18.812500,18.375000,18.468750,10.582656,10000000
1994-11-02,18.500000,18.812500,18.437500,18.562500,10.636372,10678400
1994-11-03,18.625000,18.656250,18.281250,18.375000,10.528931,6645200
1994-11-04,18.343750,18.375000,17.781250,17.781250,10.329250,12971600
1994-11-07,17.843750,18.062500,17.687500,17.968750,10.438171,9115600
1994-11-08,17.906250,18.375000,17.843750,18.250000,10.601555,7476000
1994-11-09,18.437500,18.593750,18.312500,18.500000,10.746776,10468400
1994-11-10,18.375000,18.406250,17.906250,18.000000,10.456324,10746000
1994-11-11,18.000000,18.250000,17.937500,18.093750,10.510782,7391600
1994-11-14,18.187500,18.250000,18.062500,18.218750,10.583394,6049600
1994-11-15,18.218750,18.468750,18.125000,18.281250,10.619699,6997200
1994-11-16,18.250000,18.281250,18.156250,18.187500,10.565242,5089200
1994-11-17,18.312500,18.437500,18.187500,18.281250,10.619699,7262000
1994-11-18,18.250000,18.343750,18.187500,18.312500,10.637853,12490400
1994-11-21,18.312500,18.531250,18.156250,18.218750,10.583394,6680400
1994-11-22,18.187500,18.218750,17.343750,17.437500,10.129562,9564400
1994-11-23,17.312500,17.500000,17.000000,17.500000,10.165874,18755600
1994-11-25,17.500000,17.718750,17.500000,17.687500,10.274791,4382800
1994-11-28,17.718750,17.906250,17.562500,17.656250,10.256634,7978800
1994-11-29,17.656250,17.750000,17.562500,17.656250,10.256634,5386000
1994-11-30,17.781250,17.812500,17.656250,17.687500,10.274791,7846400
1994-12-01,17.656250,17.687500,17.312500,17.375000,10.093260,6638000
1994-12-02,17.312500,17.843750,17.218750,17.843750,10.365555,7975200
1994-12-05,17.906250,18.093750,17.843750,17.843750,10.365555,8198400
1994-12-06,17.812500,18.000000,17.812500,17.906250,10.401864,7715200
1994-12-07,17.687500,17.843750,17.656250,17.812500,10.347401,5262400
1994-12-08,17.781250,17.875000,17.437500,17.531250,10.184024,6871600
1994-12-09,17.406250,17.875000,17.375000,17.875000,10.383705,9892000
1994-12-12,17.781250,17.843750,17.406250,17.656250,10.256634,8822400
1994-12-13,17.687500,17.750000,17.406250,17.437500,10.129562,5476400
1994-12-14,17.375000,17.656250,17.343750,17.562500,10.202175,8176800
1994-12-15,17.593750,17.750000,17.531250,17.625000,10.238486,7541200
1994-12-16,17.718750,17.718750,17.468750,17.531250,10.184024,11776000
1994-12-19,17.625000,17.906250,17.625000,17.906250,10.401864,9688400
1994-12-20,17.843750,17.906250,17.687500,17.687500,10.274791,6907200
1994-12-21,17.781250,18.406250,17.750000,18.406250,10.692315,12847600
1994-12-22,18.406250,18.656250,18.375000,18.375000,10.674158,10648400
1994-12-23,18.406250,18.562500,18.312500,18.375000,10.674158,3753600
1994-12-27,18.531250,18.625000,18.437500,18.562500,10.783082,4933200
1994-12-28,18.593750,18.593750,18.125000,18.250000,10.601555,5422800
1994-12-29,18.250000,18.593750,18.250000,18.593750,10.801237,7704800
1994-12-30,18.562500,18.625000,18.281250,18.375000,10.674158,5780800
1995-01-03,18.375000,18.468750,18.343750,18.437500,10.710471,4671600
1995-01-04,18.468750,18.656250,18.312500,18.593750,10.801237,7978800
1995-01-05,18.593750,18.812500,18.437500,18.500000,10.746776,9083600
1995-01-06,18.562500,18.937500,18.531250,18.781250,10.910152,12162000
1995-01-09,18.750000,18.968750,18.718750,18.875000,10.964615,6852000
1995-01-10,19.000000,19.312500,18.906250,19.156250,11.127994,13683200
1995-01-11,19.250000,19.281250,18.812500,19.000000,11.037230,9801200
1995-01-12,18.968750,19.093750,18.875000,19.000000,11.037230,9103600
1995-01-13,19.187500,19.218750,18.937500,19.093750,11.091686,8121200
1995-01-16,19.093750,19.500000,19.093750,19.375000,11.255070,10864000
1995-01-17,19.312500,19.500000,19.281250,19.375000,11.255070,6385200
1995-01-18,19.406250,19.468750,19.156250,19.312500,11.218762,7370400
1995-01-19,19.281250,19.406250,19.093750,19.125000,11.109845,6855600
1995-01-20,19.093750,19.125000,18.750000,18.843750,10.946463,13333600
1995-01-23,18.625000,18.625000,18.093750,18.562500,10.783082,19654800
1995-01-24,18.531250,18.718750,18.375000,18.500000,10.746776,12706400
1995-01-25,18.000000,18.281250,18.000000,18.093750,10.510782,15232000
1995-01-26,18.093750,18.343750,18.062500,18.093750,10.510782,8627200
1995-01-27,18.187500,18.281250,17.656250,18.125000,10.528937,10868400
1995-01-30,18.187500,18.250000,17.875000,17.937500,10.420015,5674000
1995-01-31,18.000000,18.218750,17.562500,18.031250,10.474476,10969600
1995-02-01,18.093750,18.468750,18.062500,18.406250,10.692315,13168000
1995-02-02,18.406250,18.593750,18.375000,18.593750,10.801237,5834400
1995-02-03,18.718750,18.812500,18.625000,18.656250,10.837540,10251200
1995-02-06,18.593750,18.718750,18.531250,18.593750,10.947943,5408400
1995-02-07,18.562500,18.593750,18.468750,18.562500,10.929539,5802800
1995-02-08,18.531250,18.718750,18.531250,18.562500,10.929539,5985600
1995-02-09,18.562500,18.812500,18.562500,18.750000,11.039941,7896000
1995-02-10,18.781250,18.937500,18.750000,18.750000,11.039941,6156000
1995-02-13,18.781250,18.843750,18.687500,18.718750,11.021542,4887200
1995-02-14,18.750000,18.906250,18.656250,18.906250,11.131945,6785600
1995-02-15,18.906250,18.968750,18.781250,18.906250,11.131945,6506800
1995-02-16,18.968750,19.062500,18.875000,18.875000,11.113542,6809600
1995-02-17,18.937500,18.937500,18.687500,18.750000,11.039941,11672000
1995-02-21,18.750000,18.781250,18.531250,18.562500,10.929539,6228000
1995-02-22,18.562500,18.625000,18.531250,18.562500,10.929539,6864000
1995-02-23,18.687500,18.937500,18.531250,18.562500,10.929539,8826400
1995-02-24,18.562500,18.843750,18.562500,18.718750,11.021542,6254400
1995-02-27,18.656250,18.843750,18.437500,18.500000,10.892742,8212800
1995-02-28,18.500000,18.812500,18.500000,18.812500,11.076742,7198000
1995-03-01,18.781250,19.093750,18.781250,18.843750,11.095139,8202000
